scaf_name	start	end	tot_feat	cov
Tdi_LRv5a_scf1	9950000	10050000	1072227	10.72227
Tdi_LRv5a_scf1	10000000	10100000	1099922	10.99922
Tdi_LRv5a_scf1	10050000	10150000	942044	9.42044
Tdi_LRv5a_scf1	10100000	10200000	811139	8.11139
Tdi_LRv5a_scf1	10150000	10250000	758860	7.5886
Tdi_LRv5a_scf1	10200000	10300000	829215	8.29215
Tdi_LRv5a_scf1	10250000	10350000	1061326	10.61326
Tdi_LRv5a_scf1	10300000	10400000	1110755	11.10755
Tdi_LRv5a_scf1	10350000	10450000	868166	8.68166
Tdi_LRv5a_scf1	10400000	10500000	675912	6.75912
Tdi_LRv5a_scf1	10450000	10550000	808442	8.08442
Tdi_LRv5a_scf1	10500000	10600000	911193	9.11193
Tdi_LRv5a_scf1	10550000	10650000	959900	9.599
Tdi_LRv5a_scf1	10600000	10700000	1210091	12.10091
Tdi_LRv5a_scf1	10650000	10750000	1214318	12.14318
Tdi_LRv5a_scf1	10700000	10800000	1076073	10.76073
Tdi_LRv5a_scf1	10750000	10850000	1126102	11.26102
Tdi_LRv5a_scf1	10800000	10900000	940915	9.40915
Tdi_LRv5a_scf1	10850000	10950000	1049850	10.4985
Tdi_LRv5a_scf1	10900000	11000000	1128553	11.28553
Tdi_LRv5a_scf1	10950000	11050000	866733	8.66733
Tdi_LRv5a_scf1	11000000	11100000	875547	8.75547
Tdi_LRv5a_scf1	11050000	11150000	833280	8.3328
Tdi_LRv5a_scf1	11100000	11200000	848796	8.48796
Tdi_LRv5a_scf1	11150000	11250000	864977	8.64977
Tdi_LRv5a_scf1	11200000	11300000	873837	8.73837
Tdi_LRv5a_scf1	11250000	11350000	1045596	10.45596
Tdi_LRv5a_scf1	11300000	11400000	1078799	10.78799
Tdi_LRv5a_scf1	11350000	11450000	910563	9.10563
Tdi_LRv5a_scf1	11400000	11500000	602174	6.02174
Tdi_LRv5a_scf1	11450000	11550000	726510	7.2651
Tdi_LRv5a_scf1	11500000	11600000	1084969	10.84969
Tdi_LRv5a_scf1	11550000	11650000	1067895	10.67895
Tdi_LRv5a_scf1	11600000	11700000	877819	8.77819
Tdi_LRv5a_scf1	11650000	11750000	832806	8.32806
Tdi_LRv5a_scf1	11700000	11800000	1123391	11.23391
Tdi_LRv5a_scf1	11750000	11850000	1293134	12.93134
Tdi_LRv5a_scf1	11800000	11900000	1192098	11.92098
Tdi_LRv5a_scf1	11850000	11950000	1206394	12.06394
Tdi_LRv5a_scf1	11900000	12000000	1226589	12.26589
Tdi_LRv5a_scf1	11950000	12050000	1160841	11.60841
Tdi_LRv5a_scf1	12000000	12100000	1126387	11.26387
Tdi_LRv5a_scf1	12050000	12150000	1133013	11.33013
Tdi_LRv5a_scf1	12100000	12200000	1171528	11.71528
Tdi_LRv5a_scf1	12150000	12250000	1173479	11.73479
Tdi_LRv5a_scf1	12200000	12300000	983769	9.83769
Tdi_LRv5a_scf1	12250000	12350000	970274	9.70274
Tdi_LRv5a_scf1	12300000	12400000	1127223	11.27223
Tdi_LRv5a_scf1	12350000	12450000	1138187	11.38187
Tdi_LRv5a_scf1	12400000	12500000	1191360	11.9136
Tdi_LRv5a_scf1	12450000	12550000	1154274	11.54274
Tdi_LRv5a_scf1	12500000	12600000	713266	7.13266
Tdi_LRv5a_scf1	12550000	12650000	452259	4.52259
Tdi_LRv5a_scf1	12600000	12700000	752345	7.52345
Tdi_LRv5a_scf1	12650000	12750000	1026129	10.26129
Tdi_LRv5a_scf1	12700000	12800000	1048016	10.48016
Tdi_LRv5a_scf1	12750000	12850000	1034703	10.34703
Tdi_LRv5a_scf1	12800000	12900000	1016004	10.16004
Tdi_LRv5a_scf1	12850000	12950000	914580	9.1458
Tdi_LRv5a_scf1	12900000	13000000	869011	8.69011
Tdi_LRv5a_scf1	12950000	13050000	947619	9.47619
Tdi_LRv5a_scf1	13000000	13100000	986269	9.86269
Tdi_LRv5a_scf1	13050000	13150000	1123428	11.23428
Tdi_LRv5a_scf1	13100000	13200000	1161220	11.6122
Tdi_LRv5a_scf1	13150000	13250000	954290	9.5429
Tdi_LRv5a_scf1	13200000	13300000	935486	9.35486
Tdi_LRv5a_scf1	13250000	13350000	1063108	10.63108
Tdi_LRv5a_scf1	13300000	13400000	1187733	11.87733
Tdi_LRv5a_scf1	13350000	13450000	1128534	11.28534
Tdi_LRv5a_scf1	13400000	13500000	1079456	10.79456
Tdi_LRv5a_scf1	13450000	13550000	1118882	11.18882
Tdi_LRv5a_scf1	13500000	13600000	1148009	11.48009
Tdi_LRv5a_scf1	13550000	13650000	1058793	10.58793
Tdi_LRv5a_scf1	13600000	13700000	880770	8.8077
Tdi_LRv5a_scf1	13650000	13750000	1040055	10.40055
Tdi_LRv5a_scf1	13700000	13800000	1295700	12.957
Tdi_LRv5a_scf1	13750000	13850000	1296236	12.96236
Tdi_LRv5a_scf1	13800000	13900000	1214252	12.14252
Tdi_LRv5a_scf1	13850000	13950000	1067192	10.67192
Tdi_LRv5a_scf1	13900000	14000000	913939	9.13939
Tdi_LRv5a_scf1	13950000	14050000	993693	9.93693
Tdi_LRv5a_scf1	14000000	14100000	1229013	12.29013
Tdi_LRv5a_scf1	14050000	14150000	1274077	12.74077
Tdi_LRv5a_scf1	14100000	14200000	1223712	12.23712
Tdi_LRv5a_scf1	14150000	14250000	1116339	11.16339
Tdi_LRv5a_scf1	14200000	14300000	824068	8.24068
Tdi_LRv5a_scf1	14250000	14350000	894195	8.94195
Tdi_LRv5a_scf1	14300000	14400000	1039104	10.39104
Tdi_LRv5a_scf1	14350000	14450000	1153791	11.53791
Tdi_LRv5a_scf1	14400000	14500000	1298118	12.98118
Tdi_LRv5a_scf1	14450000	14550000	1033972	10.33972
Tdi_LRv5a_scf1	14500000	14600000	984569	9.84569
Tdi_LRv5a_scf1	14550000	14650000	811617	8.11617
Tdi_LRv5a_scf1	14600000	14700000	914604	9.14604
Tdi_LRv5a_scf1	14650000	14750000	1317474	13.17474
Tdi_LRv5a_scf1	14700000	14800000	1377864	13.77864
Tdi_LRv5a_scf1	14750000	14850000	1414068	14.14068
Tdi_LRv5a_scf1	14800000	14900000	1243039	12.43039
Tdi_LRv5a_scf1	14850000	14950000	1035176	10.35176
Tdi_LRv5a_scf1	14900000	15000000	1074949	10.74949
Tdi_LRv5a_scf1	14950000	15050000	1238788	12.38788
Tdi_LRv5a_scf1	15000000	15100000	846572	8.46572
Tdi_LRv5a_scf1	15050000	15150000	659314	6.59314
Tdi_LRv5a_scf1	15100000	15200000	916615	9.16615
Tdi_LRv5a_scf1	15150000	15250000	1107586	11.07586
Tdi_LRv5a_scf1	15200000	15300000	1182480	11.8248
Tdi_LRv5a_scf1	15250000	15350000	1076369	10.76369
Tdi_LRv5a_scf1	15300000	15400000	1061883	10.61883
Tdi_LRv5a_scf1	15350000	15450000	917741	9.17741
Tdi_LRv5a_scf1	15400000	15500000	1012386	10.12386
Tdi_LRv5a_scf1	15450000	15550000	1274898	12.74898
Tdi_LRv5a_scf1	15500000	15600000	1342241	13.42241
Tdi_LRv5a_scf1	15550000	15650000	1279374	12.79374
Tdi_LRv5a_scf1	15600000	15700000	1086643	10.86643
Tdi_LRv5a_scf1	15650000	15750000	1169157	11.69157
Tdi_LRv5a_scf1	15700000	15800000	1217844	12.17844
Tdi_LRv5a_scf1	15750000	15850000	1161189	11.61189
Tdi_LRv5a_scf1	15800000	15900000	1359196	13.59196
Tdi_LRv5a_scf1	15850000	15950000	1268692	12.68692
Tdi_LRv5a_scf1	15900000	16000000	1047572	10.47572
Tdi_LRv5a_scf1	15950000	16050000	1118588	11.18588
Tdi_LRv5a_scf1	16000000	16100000	1235212	12.35212
Tdi_LRv5a_scf1	16050000	16150000	1034259	10.34259
Tdi_LRv5a_scf1	16100000	16200000	928097	9.28097
Tdi_LRv5a_scf1	16150000	16250000	965939	9.65939
Tdi_LRv5a_scf1	16200000	16300000	984865	9.84865
Tdi_LRv5a_scf1	16250000	16350000	1116789	11.16789
Tdi_LRv5a_scf1	16300000	16400000	1210718	12.10718
Tdi_LRv5a_scf1	16350000	16450000	1209582	12.09582
Tdi_LRv5a_scf1	16400000	16500000	1111262	11.11262
Tdi_LRv5a_scf1	16450000	16550000	1178787	11.78787
Tdi_LRv5a_scf1	16500000	16600000	1145268	11.45268
Tdi_LRv5a_scf1	16550000	16650000	1035933	10.35933
Tdi_LRv5a_scf1	16600000	16700000	802411	8.02411
Tdi_LRv5a_scf1	16650000	16750000	711726	7.11726
Tdi_LRv5a_scf1	16700000	16800000	905787	9.05787
Tdi_LRv5a_scf1	16750000	16850000	935745	9.35745
Tdi_LRv5a_scf1	16800000	16900000	931812	9.31812
Tdi_LRv5a_scf1	16850000	16950000	942327	9.42327
Tdi_LRv5a_scf1	16900000	17000000	1077580	10.7758
Tdi_LRv5a_scf1	16950000	17050000	1107094	11.07094
Tdi_LRv5a_scf1	17000000	17100000	1042999	10.42999
Tdi_LRv5a_scf1	17050000	17150000	1154878	11.54878
Tdi_LRv5a_scf1	17100000	17200000	1125634	11.25634
Tdi_LRv5a_scf1	17150000	17250000	901987	9.01987
Tdi_LRv5a_scf1	17200000	17300000	854173	8.54173
Tdi_LRv5a_scf1	17250000	17350000	909429	9.09429
Tdi_LRv5a_scf1	17300000	17400000	844570	8.4457
Tdi_LRv5a_scf1	17350000	17450000	842386	8.42386
Tdi_LRv5a_scf1	17400000	17500000	956169	9.56169
Tdi_LRv5a_scf1	17450000	17550000	919463	9.19463
Tdi_LRv5a_scf1	17500000	17600000	1202110	12.0211
Tdi_LRv5a_scf1	17550000	17650000	1410135	14.10135
Tdi_LRv5a_scf1	17600000	17700000	1167036	11.67036
Tdi_LRv5a_scf1	17650000	17750000	1013591	10.13591
Tdi_LRv5a_scf1	17700000	17800000	1053458	10.53458
Tdi_LRv5a_scf1	17750000	17850000	1100085	11.00085
Tdi_LRv5a_scf1	17800000	17900000	1080444	10.80444
Tdi_LRv5a_scf1	17850000	17950000	1077284	10.77284
Tdi_LRv5a_scf1	17900000	18000000	1095720	10.9572
Tdi_LRv5a_scf1	17950000	18050000	1103263	11.03263
Tdi_LRv5a_scf1	18000000	18100000	836120	8.3612
Tdi_LRv5a_scf1	18050000	18150000	863029	8.63029
Tdi_LRv5a_scf1	18100000	18200000	1120782	11.20782
Tdi_LRv5a_scf1	18150000	18250000	1013819	10.13819
Tdi_LRv5a_scf1	18200000	18300000	924286	9.24286
Tdi_LRv5a_scf1	18250000	18350000	1031803	10.31803
Tdi_LRv5a_scf1	18300000	18400000	1075054	10.75054
Tdi_LRv5a_scf1	18350000	18450000	1060731	10.60731
Tdi_LRv5a_scf1	18400000	18500000	1104557	11.04557
Tdi_LRv5a_scf1	18450000	18550000	1257688	12.57688
Tdi_LRv5a_scf1	18500000	18600000	1300757	13.00757
Tdi_LRv5a_scf1	18550000	18650000	1262946	12.62946
Tdi_LRv5a_scf1	18600000	18700000	1090364	10.90364
Tdi_LRv5a_scf1	18650000	18750000	1044505	10.44505
Tdi_LRv5a_scf1	18700000	18800000	1158470	11.5847
Tdi_LRv5a_scf1	18750000	18850000	1195796	11.95796
Tdi_LRv5a_scf1	18800000	18900000	1217418	12.17418
Tdi_LRv5a_scf1	18850000	18950000	1138169	11.38169
Tdi_LRv5a_scf1	18900000	19000000	928017	9.28017
Tdi_LRv5a_scf1	18950000	19050000	1064325	10.64325
Tdi_LRv5a_scf1	19000000	19100000	1192556	11.92556
Tdi_LRv5a_scf1	19050000	19150000	1056564	10.56564
Tdi_LRv5a_scf1	19100000	19200000	1163973	11.63973
Tdi_LRv5a_scf1	19150000	19250000	1228856	12.28856
Tdi_LRv5a_scf1	19200000	19300000	1140539	11.40539
Tdi_LRv5a_scf1	19250000	19350000	1017270	10.1727
Tdi_LRv5a_scf1	19300000	19400000	1031550	10.3155
Tdi_LRv5a_scf1	19350000	19450000	1102760	11.0276
Tdi_LRv5a_scf1	19400000	19500000	1192514	11.92514
Tdi_LRv5a_scf1	19450000	19550000	1260101	12.60101
Tdi_LRv5a_scf1	19500000	19600000	1069512	10.69512
Tdi_LRv5a_scf1	19550000	19650000	823511	8.23511
Tdi_LRv5a_scf1	19600000	19700000	916374	9.16374
Tdi_LRv5a_scf1	19650000	19750000	1204817	12.04817
Tdi_LRv5a_scf1	19700000	19800000	1263999	12.63999
Tdi_LRv5a_scf1	19750000	19850000	1289410	12.8941
Tdi_LRv5a_scf1	19800000	19900000	1368326	13.68326
Tdi_LRv5a_scf1	19850000	19950000	1342894	13.42894
Tdi_LRv5a_scf1	19900000	20000000	1285077	12.85077
Tdi_LRv5a_scf1	19950000	20050000	1157723	11.57723
Tdi_LRv5a_scf1	20000000	20100000	1105992	11.05992
Tdi_LRv5a_scf1	20050000	20150000	977034	9.77034
Tdi_LRv5a_scf1	20100000	20200000	1107141	11.07141
Tdi_LRv5a_scf1	20150000	20250000	1212280	12.1228
Tdi_LRv5a_scf1	20200000	20300000	1040466	10.40466
Tdi_LRv5a_scf1	20250000	20350000	1054427	10.54427
Tdi_LRv5a_scf1	20300000	20400000	1111131	11.11131
Tdi_LRv5a_scf1	20350000	20450000	1124390	11.2439
Tdi_LRv5a_scf1	20400000	20500000	1162084	11.62084
Tdi_LRv5a_scf1	20450000	20550000	1253895	12.53895
Tdi_LRv5a_scf1	20500000	20600000	1252387	12.52387
Tdi_LRv5a_scf1	20550000	20650000	1274662	12.74662
Tdi_LRv5a_scf1	20600000	20700000	1190907	11.90907
Tdi_LRv5a_scf1	20650000	20750000	1208747	12.08747
Tdi_LRv5a_scf1	20700000	20800000	1137755	11.37755
Tdi_LRv5a_scf1	20750000	20850000	1045248	10.45248
Tdi_LRv5a_scf1	20800000	20900000	1257353	12.57353
Tdi_LRv5a_scf1	20850000	20950000	1116251	11.16251
Tdi_LRv5a_scf1	20900000	21000000	1084358	10.84358
Tdi_LRv5a_scf1	20950000	21050000	1232587	12.32587
Tdi_LRv5a_scf1	21000000	21100000	1100436	11.00436
Tdi_LRv5a_scf1	21050000	21150000	1069662	10.69662
Tdi_LRv5a_scf1	21100000	21200000	1061821	10.61821
Tdi_LRv5a_scf1	21150000	21250000	923763	9.23763
Tdi_LRv5a_scf1	21200000	21300000	1081167	10.81167
Tdi_LRv5a_scf1	21250000	21350000	1244877	12.44877
Tdi_LRv5a_scf1	21300000	21400000	1060588	10.60588
Tdi_LRv5a_scf1	21350000	21450000	1117047	11.17047
Tdi_LRv5a_scf1	21400000	21500000	1274104	12.74104
Tdi_LRv5a_scf1	21450000	21550000	1320144	13.20144
Tdi_LRv5a_scf1	21500000	21600000	1371949	13.71949
Tdi_LRv5a_scf1	21550000	21650000	1288123	12.88123
Tdi_LRv5a_scf1	21600000	21700000	1326950	13.2695
Tdi_LRv5a_scf1	21650000	21750000	1072298	10.72298
Tdi_LRv5a_scf1	21700000	21800000	916262	9.16262
Tdi_LRv5a_scf1	21750000	21850000	1130139	11.30139
Tdi_LRv5a_scf1	21800000	21900000	1332964	13.32964
Tdi_LRv5a_scf1	21850000	21950000	1372149	13.72149
Tdi_LRv5a_scf1	21900000	22000000	1213797	12.13797
Tdi_LRv5a_scf1	21950000	22050000	1075474	10.75474
Tdi_LRv5a_scf1	22000000	22100000	1048005	10.48005
Tdi_LRv5a_scf1	22050000	22150000	1161652	11.61652
Tdi_LRv5a_scf1	22100000	22200000	1332444	13.32444
Tdi_LRv5a_scf1	22150000	22250000	1433631	14.33631
Tdi_LRv5a_scf1	22200000	22300000	1295111	12.95111
